"Date and Time","NO<sub>2</sub>","O<sub>3</sub>","PM<sub>10</sub>","PM<sub>2.5</sub>"
"2022-06-29 06:00:00",11.64,30.75,7.51,3.7
"2022-06-29 07:00:00",25.63,23.27,9.3,3.89
"2022-06-29 08:00:00",32.51,14.04,11.38,4.79
"2022-06-29 09:00:00",35.23,11.66,16.62,5.34
"2022-06-29 10:00:00",40.03,13.09,18.14,5.43
"2022-06-29 11:00:00",34.69,15.67,13.32,4.59
"2022-06-29 12:00:00",35.16,18.49,14.58,4.38
"2022-06-29 13:00:00",35.68,19.6,11.24,3.57
"2022-06-29 14:00:00",34.23,24.95,12.16,4.6
"2022-06-29 15:00:00",26.37,32.31,13.35,5.1
"2022-06-29 16:00:00",34.93,25.05,17.16,5.75
"2022-06-29 17:00:00",41.39,20.02,17.48,5.91
"2022-06-29 18:00:00",52.22,16.2,16.61,6.07
"2022-06-29 19:00:00",49.04,15.66,11.85,4.85
"2022-06-29 20:00:00",36.36,25.5,9.03,3.49
"2022-06-29 21:00:00",28.13,29.86,5.62,2.69
"2022-06-29 22:00:00",25.25,30.71,5,2.58
"2022-06-29 23:00:00",33.6,19.45,8.59,3.17
"2022-06-30 00:00:00",31.3,20.19,7.55,2.68
"2022-06-30 01:00:00",24.9,20.24,5.81,2.41
"2022-06-30 02:00:00",19.23,19.1,5.49,2.5
"2022-06-30 03:00:00",18.26,15.64,6.72,3.22
"2022-06-30 04:00:00",11.64,17.39,6.08,3.14
"2022-06-30 05:00:00",14.18,21.7,5.04,2.62
"2022-06-30 06:00:00",19.51,17.71,5.79,2.76
"2022-06-30 07:00:00",35.03,8.66,6.69,3.09
"2022-06-30 08:00:00",41.95,3.82,16.6,5.32
"2022-06-30 09:00:00",42.58,2.25,16.64,5.85
"2022-06-30 10:00:00",43.82,2.84,14.86,6.21
"2022-06-30 11:00:00",36.9,9.95,9.97,4.56
"2022-06-30 12:00:00",41.6,11.73,18.35,5.65
"2022-06-30 13:00:00",36.87,16.99,17.82,5.26
"2022-06-30 14:00:00",43.67,11.85,19.88,6.69
"2022-06-30 15:00:00",52.78,6.38,22.56,7.04
"2022-06-30 16:00:00",49.44,10.86,22.25,6.72
"2022-06-30 17:00:00",48.94,13.56,14.34,5.11
"2022-06-30 18:00:00",52.53,13.62,14.03,5.48
"2022-06-30 19:00:00",44.31,21.51,13.34,5.74
"2022-06-30 20:00:00",42.81,24.34,12.29,5.61
"2022-06-30 21:00:00",43.96,14,12.93,5.67
"2022-06-30 22:00:00",39.6,17.18,11.08,5.19
"2022-06-30 23:00:00",36.89,16.2,10.46,4.74
"2022-07-01 00:00:00",30.07,18.35,10.26,4.51
"2022-07-01 01:00:00",21,24.46,7.1,3.39
"2022-07-01 02:00:00",10.54,33.62,4.62,1.95
"2022-07-01 03:00:00",10.73,30.87,4.2,2.05
"2022-07-01 04:00:00",10.17,28.82,4.18,2.09
"2022-07-01 05:00:00",15.18,24.48,4.92,2.34
"2022-07-01 06:00:00",21.28,20.14,4.24,1.96
"2022-07-01 07:00:00",42.09,9.03,7.49,3.01
"2022-07-01 08:00:00",51.99,4.56,8.26,4.12
"2022-07-01 09:00:00",52.61,0.75,13.26,5.78
"2022-07-01 10:00:00",43.75,10.47,13.68,5.03
"2022-07-01 11:00:00",39.49,15.77,15.35,4.66
"2022-07-01 12:00:00",45.81,17.89,11.29,3.87
"2022-07-01 13:00:00",47.9,13.27,11.09,4.27
"2022-07-01 14:00:00",28.11,35.25,9.91,3.25
"2022-07-01 15:00:00",46.13,21.8,10.84,3.74
"2022-07-01 16:00:00",55.48,16.89,10.21,3.17
"2022-07-01 17:00:00",64.81,10.11,4.32,2.48
"2022-07-01 18:00:00",40.59,19.98,7.96,3.04
"2022-07-01 19:00:00",21.66,30.38,7.55,2.93
"2022-07-01 20:00:00",18.5,30.77,7.21,2.77
"2022-07-01 21:00:00",18.59,30.45,5.25,2.94
"2022-07-01 22:00:00",28.68,16.43,6.49,3.96
"2022-07-01 23:00:00",28.79,16.98,5.31,3.36
"2022-07-02 00:00:00",30.45,18.93,5.7,3.32
"2022-07-02 01:00:00",23.33,21.41,6.18,3.49
"2022-07-02 02:00:00",16.38,23.81,7.29,3.79
"2022-07-02 03:00:00",19.47,22.09,6.68,3.45
"2022-07-02 04:00:00",14.03,27.76,7.68,3.26
"2022-07-02 05:00:00",8.89,33.69,5.94,2.56
"2022-07-02 06:00:00",6.84,36.65,4.27,2.13
"2022-07-02 07:00:00",9.47,34.31,5.54,2.45
"2022-07-02 08:00:00",17.32,29.26,8.09,2.99
"2022-07-02 09:00:00",26.2,29.94,30.26,6.9
"2022-07-02 10:00:00",25.71,29.42,13.15,4.77
"2022-07-02 11:00:00",29.56,28.51,9.65,4.34
"2022-07-02 12:00:00",36.07,23.55,9.74,4.25
"2022-07-02 13:00:00",32.85,29.36,14.3,4.88
"2022-07-02 14:00:00",38.13,29.16,9.39,4.03
"2022-07-02 15:00:00",39.03,26.3,7.83,3.49
"2022-07-02 16:00:00",40.48,21.09,9.65,4.28
"2022-07-02 17:00:00",48.4,20.32,6.9,3.79
"2022-07-02 18:00:00",34.79,21.89,8.66,3.66
"2022-07-02 19:00:00",36.85,20.89,9.82,4.19
"2022-07-02 20:00:00",38.12,16.9,10.63,4.75
"2022-07-02 21:00:00",40.21,10.66,9.28,4.91
"2022-07-02 22:00:00",37.36,12.53,6.15,4.04
"2022-07-02 23:00:00",37.5,10.16,6.36,3.98
"2022-07-03 00:00:00",37.88,12.09,7.83,4.46
"2022-07-03 01:00:00",28.24,13.77,5.78,3.56
"2022-07-03 02:00:00",14.57,26.54,5.16,2.85
"2022-07-03 03:00:00",20.66,23.48,5.98,3.04
"2022-07-03 04:00:00",20.46,21.08,6.92,3.43
"2022-07-03 05:00:00",18.75,19.51,6.57,3.31
"2022-07-03 06:00:00",14.06,24.06,7.59,3.31
"2022-07-03 07:00:00",11.11,27.95,7.69,3.56
"2022-07-03 08:00:00",17.44,27.08,7.23,3.25
"2022-07-03 09:00:00",15.09,31.41,5.56,2.52
"2022-07-03 10:00:00",23.17,28.25,5.51,2.01
"2022-07-03 11:00:00",18.25,33.22,7.25,2.37
"2022-07-03 12:00:00",22.16,30.16,6.47,2.4
"2022-07-03 13:00:00",20.97,32.71,5.43,2.58
"2022-07-03 14:00:00",25.67,29.94,5.82,3.01
"2022-07-03 15:00:00",24.61,30.38,6.2,3.09
"2022-07-03 16:00:00",20.06,32.95,6.53,3.19
"2022-07-03 17:00:00",19.96,35.92,5.83,2.57
"2022-07-03 18:00:00",19.78,35.67,5.67,2.87
"2022-07-03 19:00:00",30.13,28.16,7.12,3.94
"2022-07-03 20:00:00",32.61,25.92,7.88,4.34
"2022-07-03 21:00:00",25.5,28.57,7.86,4.36
"2022-07-03 22:00:00",17.12,35.52,6.62,3.08
"2022-07-03 23:00:00",18.15,35.22,6.9,2.95
"2022-07-04 00:00:00",16.29,35.08,7.19,2.7
"2022-07-04 01:00:00",11.76,42.77,5.65,2.54
"2022-07-04 02:00:00",5.89,44.43,3.66,1.64
"2022-07-04 03:00:00",6.59,42.13,3.27,1.38
"2022-07-04 04:00:00",4.69,43.66,2.83,1.3
"2022-07-04 05:00:00",4.9,41.33,3,1.48
"2022-07-04 06:00:00",12.98,33.86,4.01,1.99
"2022-07-04 07:00:00",28.42,24.34,7.29,3.08
"2022-07-04 08:00:00",30.9,18.93,10.53,3.94
"2022-07-04 09:00:00",35.01,19.15,11.25,3.7
"2022-07-04 10:00:00",44.35,20.07,9.94,3.52
"2022-07-04 11:00:00",34.05,28.29,12.88,3.65
"2022-07-04 12:00:00",33.74,26.26,16.9,4.58
"2022-07-04 13:00:00",35.4,25.11,12.97,4.14
"2022-07-04 14:00:00",36.51,23.08,14.18,4.79
"2022-07-04 15:00:00",37.97,22.36,15.05,4.84
"2022-07-04 16:00:00",40.98,23.6,18.27,5.33
"2022-07-04 17:00:00",34.56,25.7,13.68,5.1
"2022-07-04 18:00:00",42.03,20.62,14.82,5.59
"2022-07-04 19:00:00",29.36,35.12,12.22,4.82
"2022-07-04 20:00:00",27.57,32.77,9.81,4.62
"2022-07-04 21:00:00",22.57,35.82,9.43,4.46
"2022-07-04 22:00:00",30.43,28.13,10.38,5.22
"2022-07-04 23:00:00",25.37,31.22,10.14,4.76
"2022-07-05 00:00:00",34.29,21.57,154.67,95.41
"2022-07-05 01:00:00",17.27,30.47,13.51,7.29
"2022-07-05 02:00:00",7.83,34.77,10.97,6.25
"2022-07-05 03:00:00",9.26,31.19,12.68,6.63
"2022-07-05 04:00:00",6.7,31.8,8.5,5.38
"2022-07-05 05:00:00",7.79,28.01,5.73,3.54
"2022-07-05 06:00:00",15.61,16.67,5.39,3.14
"2022-07-05 07:00:00",32.43,0.93,5.54,3.07
"2022-07-05 08:00:00",30.4,-0.47,7.21,2.6
"2022-07-05 09:00:00",29.99,1.33,9.67,2.98
"2022-07-05 10:00:00",29.16,2.01,10.11,2.91
"2022-07-05 11:00:00",25.76,4.93,16.22,3.54
"2022-07-05 12:00:00",26.68,6.85,13.69,3.31
"2022-07-05 13:00:00",28.84,4.28,11.05,3.48
"2022-07-05 14:00:00",26.85,10.59,16.63,4.86
"2022-07-05 15:00:00",26.31,16.16,17.21,4.55
"2022-07-05 16:00:00",35.06,16.17,14.03,4.75
"2022-07-05 17:00:00",35.32,12.83,16.31,5.83
"2022-07-05 18:00:00",39.67,7.1,15.59,6.07
"2022-07-05 19:00:00",34.39,6.05,14.31,5.83
"2022-07-05 20:00:00",24.38,6.84,11.36,5.11
"2022-07-05 21:00:00",20.28,4.96,10.33,5.69
"2022-07-05 22:00:00",22.22,1.54,7.65,4.64
"2022-07-05 23:00:00",19.2,4.95,5.9,3.44
"2022-07-06 00:00:00",17.85,6.39,6.39,3.58
"2022-07-06 01:00:00",12.1,9.97,4.62,2.88
"2022-07-06 02:00:00",7.6,12.56,3.99,2.56
"2022-07-06 03:00:00",7.29,12.62,3.98,2.45
"2022-07-06 04:00:00",11.63,10.73,3.91,2.42
"2022-07-06 05:00:00",10.85,9.41,5.11,3.06
"2022-07-06 06:00:00",14.1,7.33,5.99,3.6
"2022-07-06 07:00:00",19.38,5.82,8.03,4.13
"2022-07-06 08:00:00",27.59,5.78,9.54,3.97
"2022-07-06 09:00:00",29.42,4.53,13.47,4.33
"2022-07-06 10:00:00",30.79,5.27,13.55,4.85
"2022-07-06 11:00:00",26.77,7.88,11.49,3.64
"2022-07-06 12:00:00",28.44,11.37,17.7,4.53
"2022-07-06 13:00:00",30.64,11.58,44.07,8.51
"2022-07-06 14:00:00",24.53,14.37,15.99,5.29
"2022-07-06 15:00:00",25.29,16.55,24.41,5.89
"2022-07-06 16:00:00",24.65,15.83,30.07,5.79
"2022-07-06 17:00:00",31.84,14.02,24.01,5.38
"2022-07-06 18:00:00",37.44,11.23,17.04,5.19
"2022-07-06 19:00:00",28.21,13.41,13.65,5.56
"2022-07-06 20:00:00",21.65,13.05,12.55,5.83
"2022-07-06 21:00:00",17.99,15.26,13.03,5.49
"2022-07-06 22:00:00",13.82,16.61,7.91,3.91
"2022-07-06 23:00:00",14.21,22.07,5.79,2.36
"2022-07-07 00:00:00",13.53,24.63,4.86,2.03
"2022-07-07 01:00:00",10.02,31.25,3.91,2.02
"2022-07-07 02:00:00",6.24,39.83,3.73,2.5
"2022-07-07 03:00:00",6.33,41.92,4.11,2.6
"2022-07-07 04:00:00",6.51,41.51,3.21,1.9
"2022-07-07 05:00:00",7.45,37.25,2.57,1.28
"2022-07-07 06:00:00",10.57,31.69,2.8,1.38
"2022-07-07 07:00:00",23.68,25.27,4.15,1.55
"2022-07-07 08:00:00",33.98,17.35,5.74,2
"2022-07-07 09:00:00",45.16,10.42,19.92,4.26
"2022-07-07 10:00:00",38.32,17.96,14.99,4.47
"2022-07-07 11:00:00",40.36,21.11,10.54,3.45
"2022-07-07 12:00:00",37.34,25.05,13.6,3.7
"2022-07-07 13:00:00",33.39,28.17,22.29,4.91
"2022-07-07 14:00:00",35.74,18.62,21.79,5.72
"2022-07-07 15:00:00",36.66,14.34,17.42,5.6
"2022-07-07 16:00:00",52.86,10.28,15.58,5.56
"2022-07-07 17:00:00",52.16,11.81,22.25,6.7
"2022-07-07 18:00:00",49.31,9.18,17.71,5.47
"2022-07-07 19:00:00",25.92,14.54,12.13,4.82
"2022-07-07 20:00:00",28.93,15.62,8.5,3.59
"2022-07-07 21:00:00",22.23,18.02,7.57,2.92
"2022-07-07 22:00:00",34.12,7.45,7.55,3.49
"2022-07-07 23:00:00",41,1.4,10.69,5.23
"2022-07-08 00:00:00",28.9,8.12,10.16,4.64
"2022-07-08 01:00:00",19.84,10.83,8.58,3.55
"2022-07-08 02:00:00",16.79,13.1,5.08,2.93
"2022-07-08 03:00:00",17.99,12.58,4.82,2.88
"2022-07-08 04:00:00",13.77,14.84,5.48,3.14
"2022-07-08 05:00:00",7.61,17.53,5.53,3.39
"2022-07-08 06:00:00",13.24,15.99,5.3,3.03
"2022-07-08 07:00:00",22.44,10.27,5.57,2.53
"2022-07-08 08:00:00",33.02,5.1,8.22,2.74
"2022-07-08 09:00:00",33.48,6,11.52,3.26
"2022-07-08 10:00:00",35.13,9.02,12.46,3.55
"2022-07-08 11:00:00",30.46,11.26,12.33,4.57
"2022-07-08 12:00:00",34.73,12,12.71,5.3
"2022-07-08 13:00:00",29.49,13.87,13.02,5.2
"2022-07-08 14:00:00",30.93,17.6,12.81,5.14
"2022-07-08 15:00:00",30.68,18.98,13.23,4.94
"2022-07-08 16:00:00",37.53,14.59,13.29,5.09
"2022-07-08 17:00:00",42.04,10.17,15.49,5.73
"2022-07-08 18:00:00",53.23,6.84,15.48,6.29
"2022-07-08 19:00:00",40.78,8.09,13.2,6.36
"2022-07-08 20:00:00",43.64,7.73,13.38,6.58
"2022-07-08 21:00:00",43.06,5.52,12.65,6.31
"2022-07-08 22:00:00",36.14,6.26,11.96,5.28
"2022-07-08 23:00:00",35.06,2.53,11.88,5.77
"2022-07-09 00:00:00",54.94,-0.65,12.49,6.18
"2022-07-09 01:00:00",34.35,1.74,11.7,5.02
"2022-07-09 02:00:00",24.24,7.29,8.38,4.57
"2022-07-09 03:00:00",17.72,12.72,5.83,2.87
"2022-07-09 04:00:00",16.67,12.59,4.5,2.7
"2022-07-09 05:00:00",15.43,11.81,3.85,2.47
"2022-07-09 06:00:00",10.69,13.19,5.61,3.17
"2022-07-09 07:00:00",17.29,6.69,6.62,3.58
"2022-07-09 08:00:00",19.83,8.22,7.58,2.96
"2022-07-09 09:00:00",23.22,8.73,8.19,2.79
"2022-07-09 10:00:00",45.42,8.52,34.28,7.88
"2022-07-09 11:00:00",36.14,12.5,52.8,9.28
"2022-07-09 12:00:00",39.1,11.98,57.19,30.8
"2022-07-09 13:00:00",28.86,13.28,357.98,67.43
"2022-07-09 14:00:00",26.21,14.08,67.6,11.74
"2022-07-09 15:00:00",47.33,11.44,18.45,5.17
"2022-07-09 16:00:00",28.26,17.44,13.49,4.11
"2022-07-09 17:00:00",34.9,12.83,11.55,4.67
"2022-07-09 18:00:00",43.39,9.38,11.07,4.2
"2022-07-09 19:00:00",45.41,4.54,13.58,5.8
"2022-07-09 20:00:00",39.09,7.06,15.62,4.85
"2022-07-09 21:00:00",31.06,9.18,16.36,4.72
"2022-07-09 22:00:00",28.53,10.52,14.73,4.89
"2022-07-09 23:00:00",38.62,2.64,18.35,8.06
"2022-07-10 00:00:00",40.64,1.3,17.18,6.76
"2022-07-10 01:00:00",28.48,7.84,11.39,5.63
"2022-07-10 02:00:00",19.46,9.63,7.47,4.57
"2022-07-10 03:00:00",20.49,12.18,6.18,4.07
"2022-07-10 04:00:00",16.99,17.33,6.06,3.51
"2022-07-10 05:00:00",15.63,15.64,7.52,4.3
"2022-07-10 06:00:00",12.07,16.09,7.24,5.15
"2022-07-10 07:00:00",34.49,0.57,10.53,7.64
"2022-07-10 08:00:00",37.71,8.22,7.18,4.31
"2022-07-10 09:00:00",39.07,4.13,10.77,5.82
"2022-07-10 10:00:00",41.25,8.06,11.16,5.39
"2022-07-10 11:00:00",23.29,18.94,6.41,3.18
"2022-07-10 12:00:00",17.71,26.57,3.3,1.93
"2022-07-10 13:00:00",24.36,20.89,3.96,2.18
"2022-07-10 14:00:00",19.69,25.32,4.66,2.24
"2022-07-10 15:00:00",15.16,25.6,5.77,2.38
"2022-07-10 16:00:00",23.55,21.11,8.83,3.44
"2022-07-10 17:00:00",13.1,30.84,6.15,2.64
"2022-07-10 18:00:00",9.96,29.78,5.72,2.02
"2022-07-10 19:00:00",7.82,31.79,4.94,2.05
"2022-07-10 20:00:00",7.02,33.24,3.91,1.67
"2022-07-10 21:00:00",9.04,34.75,5.46,2.61
"2022-07-10 22:00:00",11.82,35.42,5.77,2.61
"2022-07-10 23:00:00",11.12,35.88,5.36,2.8
"2022-07-11 00:00:00",17.02,27.64,8.17,4.08
"2022-07-11 01:00:00",44.51,0.25,9.84,4.38
"2022-07-11 02:00:00",33.69,7.94,7.38,3.76
"2022-07-11 03:00:00",23.48,12.1,5.59,3.56
"2022-07-11 04:00:00",26.27,6.82,4.89,3.43
"2022-07-11 05:00:00",32.71,2.42,5.57,3.62
"2022-07-11 06:00:00",23.86,8.46,6.77,4.01
"2022-07-11 07:00:00",43.86,-1.88,12.98,5.73
"2022-07-11 08:00:00",47.46,-2.35,19.76,7.47
"2022-07-11 09:00:00",54.26,-0.52,25.47,8.02
"2022-07-11 10:00:00",55.36,3.65,24.07,8.02
"2022-07-11 11:00:00",71.64,3.71,20.9,8.34
"2022-07-11 12:00:00",64.81,14.72,23.93,8.56
"2022-07-11 13:00:00",63.31,21.33,23.99,7.2
"2022-07-11 14:00:00",41.82,44.77,19.63,6.02
"2022-07-11 15:00:00",41.38,42.26,21.1,5.41
"2022-07-11 16:00:00",50.2,35.89,16.98,5.67
"2022-07-11 17:00:00",52.11,36.31,16.64,4.81
"2022-07-11 18:00:00",51.56,40.39,15.48,4.33
"2022-07-11 19:00:00",49.36,38.35,13.83,4.24
"2022-07-11 20:00:00",32.24,54.22,11.06,4.28
"2022-07-11 21:00:00",28.1,59.91,12.72,4.65
"2022-07-11 22:00:00",30.3,56.41,10.21,4.02
"2022-07-11 23:00:00",34.26,49.62,12.13,4.72
"2022-07-12 00:00:00",22.67,65.31,10.45,3.96
"2022-07-12 01:00:00",8.19,73.58,7.76,3.61
"2022-07-12 02:00:00",9.28,70.06,8.43,4.02
"2022-07-12 03:00:00",8.02,72.12,8.61,3.98
"2022-07-12 04:00:00",15.69,59.54,11.89,4.97
"2022-07-12 05:00:00",16.23,55.05,10.18,5.07
"2022-07-12 06:00:00",39.88,38.54,8.1,4.61
"2022-07-12 07:00:00",58.2,37.77,7.54,4.78
"2022-07-12 08:00:00",84.1,21.62,10.89,5.79
"2022-07-12 09:00:00",80.78,12.78,14.89,6.68
"2022-07-12 10:00:00",92.8,4.9,19.41,6.97
"2022-07-12 11:00:00",74.78,14.71,19.93,6.82
"2022-07-12 12:00:00",62.87,21.43,24.55,7.44
"2022-07-12 13:00:00",52.86,35.4,24.05,7.33
"2022-07-12 14:00:00",43.4,44.9,18.88,6.84
"2022-07-12 15:00:00",60.45,36.47,19.03,7.03
"2022-07-12 16:00:00",48.28,36,19.9,7.12
"2022-07-12 17:00:00",65.11,19.68,19.81,7.42
"2022-07-12 18:00:00",64.13,16.14,20.48,8.14
"2022-07-12 19:00:00",47.86,18.04,18.55,8.21
"2022-07-12 20:00:00",39.86,18.38,13.99,6.39
"2022-07-12 21:00:00",22.22,21.81,13.3,4.53
"2022-07-12 22:00:00",23.44,15.87,6.47,3.28
"2022-07-12 23:00:00",20.47,17.21,5.95,3.54
"2022-07-13 00:00:00",15.31,20.4,10.8,5.75
"2022-07-13 01:00:00",11.28,31.25,13.9,6.76
"2022-07-13 02:00:00",10.64,31.99,10.61,5.58
"2022-07-13 03:00:00",9.67,33.71,8.42,4.73
"2022-07-13 04:00:00",9.66,32.2,7.87,4.34
"2022-07-13 05:00:00",16.45,27.56,6.92,3.56
"2022-07-13 06:00:00",25.02,21.3,7.65,3.51
"2022-07-13 07:00:00",30.18,14.94,10.07,4.08
"2022-07-13 08:00:00",42.44,10.6,11.77,4.4
"2022-07-13 09:00:00",38.75,13.45,16.23,4.84
"2022-07-13 10:00:00",40.41,14.34,17.61,4.59
"2022-07-13 11:00:00",40.41,18.16,13.42,3.8
"2022-07-13 12:00:00",37.33,25.6,12.68,3.99
"2022-07-13 13:00:00",30.58,26.88,20.76,5.25
"2022-07-13 14:00:00",28.72,25.23,17.68,4.94
"2022-07-13 15:00:00",24.04,25.92,17.11,4.76
"2022-07-13 16:00:00",41.67,19.49,18.95,5.66
"2022-07-13 17:00:00",37.81,23.13,20.11,5.61
"2022-07-13 18:00:00",45.67,16.07,16.9,5.51
"2022-07-13 19:00:00",41.01,19.98,16.52,5.23
"2022-07-13 20:00:00",29.65,25.24,12.56,4.74
"2022-07-13 21:00:00",24.06,26.4,14.39,5.83
"2022-07-13 22:00:00",26.04,24.42,13.48,6.42
"2022-07-13 23:00:00",31.26,17.92,13.41,6.46
"2022-07-14 00:00:00",31.1,13.62,13.39,6.8
"2022-07-14 01:00:00",24.88,15.97,12.89,7.2
"2022-07-14 02:00:00",23.56,15.58,11.72,6.67
"2022-07-14 03:00:00",12.41,21.97,10.8,6.27
"2022-07-14 04:00:00",10.16,22.08,9.07,5.79
"2022-07-14 05:00:00",12.58,19.32,9.95,5.82
"2022-07-14 06:00:00",20.74,14.38,14.15,6.78
"2022-07-14 07:00:00",31.36,5.11,15.34,7.28
"2022-07-14 08:00:00",39.26,7.2,18.09,7.83
"2022-07-14 09:00:00",30.61,12.85,19.33,7.83
"2022-07-14 10:00:00",38.59,13.42,21.03,7.19
"2022-07-14 11:00:00",29.95,20.81,19.95,6.41
"2022-07-14 12:00:00",35.66,18.1,17.5,5.63
"2022-07-14 13:00:00",34.15,17.61,17.07,5.17
"2022-07-14 14:00:00",34.82,19.05,25.85,6.72
"2022-07-14 15:00:00",27.27,22.73,18.79,5.41
"2022-07-14 16:00:00",34.49,20.01,20.34,5.51
"2022-07-14 17:00:00",37.44,18.81,16.39,5.11
"2022-07-14 18:00:00",47.99,14.33,16.06,5.42
"2022-07-14 19:00:00",36.81,22.51,22.52,8.65
"2022-07-14 20:00:00",35.78,18.77,15.15,5.68
"2022-07-14 21:00:00",30.43,19.11,20.38,7.6
"2022-07-14 22:00:00",41.14,12.55,19.58,8.33
"2022-07-14 23:00:00",40.89,11.76,17.29,7.67
"2022-07-15 00:00:00",35.75,10.58,16.57,8.17
"2022-07-15 01:00:00",18.3,22.48,14.13,8.19
"2022-07-15 02:00:00",17.31,21.98,8.49,5.71
"2022-07-15 03:00:00",11.68,23.58,8.5,5.58
"2022-07-15 04:00:00",9.37,26.46,8.33,5.35
"2022-07-15 05:00:00",7.74,28.21,7.88,4.7
"2022-07-15 06:00:00",11.26,26.84,9.08,4.82
"2022-07-15 07:00:00",22.76,17.26,17.34,6.01
"2022-07-15 08:00:00",34.42,8.11,16.02,5.7
"2022-07-15 09:00:00",32.77,11.25,18.29,5.87
"2022-07-15 10:00:00",35.66,17.21,19.3,4.96
"2022-07-15 11:00:00",28,22.38,23.62,5.09
"2022-07-15 12:00:00",37.87,19.84,25.04,5.97
"2022-07-15 13:00:00",37.43,21.1,20.1,5.84
"2022-07-15 14:00:00",38.45,21.71,22.14,7.09
"2022-07-15 15:00:00",33.02,25.81,30.52,8.6
"2022-07-15 16:00:00",42.09,23.67,22.01,6.89
"2022-07-15 17:00:00",50.24,23.93,16.38,6.68
"2022-07-15 18:00:00",47.24,24.67,18.11,7.53
"2022-07-15 19:00:00",35.5,31.63,16.17,6.07
"2022-07-15 20:00:00",23.99,44.15,10.6,5.14
"2022-07-15 21:00:00",41.43,25.71,12.59,5.5
"2022-07-15 22:00:00",42.81,26.15,11.14,5.4
"2022-07-15 23:00:00",59.34,2.04,14.86,6.79
"2022-07-16 00:00:00",48.52,12.86,16.28,6.33
"2022-07-16 01:00:00",31.13,24.82,11.42,6.35
"2022-07-16 02:00:00",37.99,15.68,12.09,5.59
"2022-07-16 03:00:00",22.77,31.34,8.27,4.88
"2022-07-16 04:00:00",13.14,46.27,6.53,4.26
"2022-07-16 05:00:00",12.29,45.3,7.5,4.5
"2022-07-16 06:00:00",18.28,29.47,7.13,4.92
"2022-07-16 07:00:00",34.61,8.76,12.53,7.46
"2022-07-16 08:00:00",27.81,24.95,11.12,6.43
"2022-07-16 09:00:00",42.89,10.62,14.93,7.62
"2022-07-16 10:00:00",35.22,17.92,15.72,8.05
"2022-07-16 11:00:00",31.48,20.96,17.22,8.28
"2022-07-16 12:00:00",37.5,20.86,16.89,9.15
"2022-07-16 13:00:00",33.73,30.9,17.18,8.11
"2022-07-16 14:00:00",25.51,35.47,13.55,7.29
"2022-07-16 15:00:00",22.44,43.81,15.99,6.88
"2022-07-16 16:00:00",14.49,57.52,11.32,5.72
"2022-07-16 17:00:00",24.96,46.68,15.9,7.23
"2022-07-16 18:00:00",38.3,33.75,16.68,8.25
"2022-07-16 19:00:00",67.85,10.19,22.99,10.51
"2022-07-16 20:00:00",63.68,17,20.96,11.17
"2022-07-16 21:00:00",39.77,32.46,18.11,9.68
"2022-07-16 22:00:00",59.71,11.56,18.87,10.4
"2022-07-16 23:00:00",76.42,-1.97,21.68,11.63
"2022-07-17 00:00:00",65.64,-0.61,20.84,11.69
"2022-07-17 01:00:00",52.08,3.68,15.28,10.19
"2022-07-17 02:00:00",29.63,22.84,12.51,8.26
"2022-07-17 03:00:00",34.28,13.25,12.48,8.13
"2022-07-17 04:00:00",42.13,6.25,13.88,8.28
"2022-07-17 05:00:00",24.55,26.85,8.6,5.58
"2022-07-17 06:00:00",20.57,28.42,8.3,5.31
"2022-07-17 07:00:00",31.54,15.59,9.73,6.15
"2022-07-17 08:00:00",27.5,32.2,8.94,5.35
"2022-07-17 09:00:00",30.34,38.83,8.8,5.56
"2022-07-17 10:00:00",28.12,39.95,10.44,6.23
"2022-07-17 11:00:00",20.31,45.73,10.53,6.68
"2022-07-17 12:00:00",17.65,53.94,10.3,6.45
"2022-07-17 13:00:00",17.11,66.1,12.06,6.97
"2022-07-17 14:00:00",39.37,48.8,16.81,8.08
"2022-07-17 15:00:00",34.89,55.18,14,6.81
"2022-07-17 16:00:00",26.91,70.4,14.53,7.27
"2022-07-17 17:00:00",25.47,72.12,16.27,8.32
"2022-07-17 18:00:00",25.52,67.78,20.08,10.28
"2022-07-17 19:00:00",49.65,53.37,19.29,7.85
"2022-07-17 20:00:00",30.45,69.74,18.69,7.53
"2022-07-17 21:00:00",33.95,67.56,17.1,7.02
"2022-07-17 22:00:00",34.46,65.3,16.47,6.91
"2022-07-17 23:00:00",53.15,45,16.05,7.45
"2022-07-18 00:00:00",24.28,80.6,13.37,5.72
"2022-07-18 01:00:00",20.53,80.19,11.55,5.5
"2022-07-18 02:00:00",17.45,79.35,12.5,6.41
"2022-07-18 03:00:00",17.91,68.58,15.28,7.79
"2022-07-18 04:00:00",24.71,60.03,17.44,10.82
"2022-07-18 05:00:00",43.44,35.16,16.31,9.74
"2022-07-18 06:00:00",39.92,44.96,15.63,8.53
"2022-07-18 07:00:00",80.23,14.17,19.84,9.64
"2022-07-18 08:00:00",86.49,9.96,20.42,10.14
"2022-07-18 09:00:00",71.22,23.15,19.94,9.12
"2022-07-18 10:00:00",58.12,34.07,23.65,9.09
"2022-07-18 11:00:00",59.61,43.49,27.29,9.39
"2022-07-18 12:00:00",55.63,57.67,31,9.67
"2022-07-18 13:00:00",57.73,56.64,24.86,8.91
"2022-07-18 14:00:00",75.14,35.1,26.68,9.08
